"ID";"Airports";"Periods";"CrossCountryFlights_1";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"EuropeTotal_22";"NorthAmerica_33"
"1363";"A043596";"2025KW02";"    9459";"    5141";"    2556";"    2585";"  677089";"  327324";"  349765";"  627965";"       0"
"1364";"A043596";"2025MM07";"    3396";"    1986";"    1004";"     982";"  264323";"  117019";"  147304";"  242080";"       0"
"1365";"A043596";"2025MM08";"    3498";"    2061";"    1014";"    1047";"  284495";"  152975";"  131520";"  260298";"       0"
"1366";"A043596";"2025MM09";"    3064";"    1896";"     947";"     949";"  249742";"  128510";"  121232";"  231785";"       0"
"1367";"A043596";"2025KW03";"    9958";"    5943";"    2965";"    2978";"  798560";"  398504";"  400056";"  734163";"       0"
"1368";"A043591";"1997JJ00";"   20469";"   14511";"    7252";"    7259";"  268965";"  126461";"  142504";"  268951";"       0"
"1369";"A043591";"1998JJ00";"   18392";"   13380";"    6615";"    6765";"  285208";"  132931";"  152277";"  285206";"       0"
"1370";"A043591";"1999MM01";"    1350";"     991";"     488";"     503";"   16511";"    7906";"    8605";"   16331";"       0"
"1371";"A043591";"1999MM02";"    1272";"     944";"     468";"     476";"   17315";"    8086";"    9229";"   17315";"       0"
"1372";"A043591";"1999MM03";"    1655";"    1200";"     599";"     601";"   20933";"    9778";"   11155";"   20933";"       0"
"1373";"A043591";"1999KW01";"    4277";"    3135";"    1555";"    1580";"   54759";"   25770";"   28989";"   54579";"       0"
"1374";"A043591";"1999MM04";"    1731";"    1214";"     603";"     611";"   21391";"    9666";"   11725";"   21391";"       0"
"1375";"A043591";"1999MM05";"    1737";"    1232";"     617";"     615";"   27936";"   12939";"   14997";"   27936";"       0"
"1376";"A043591";"1999MM06";"    1889";"    1316";"     657";"     659";"   28770";"   12902";"   15868";"   28770";"       0"
"1377";"A043591";"1999KW02";"    5357";"    3762";"    1877";"    1885";"   78097";"   35507";"   42590";"   78097";"       0"
"1378";"A043591";"1999MM07";"    1795";"    1291";"     646";"     645";"   28296";"   12029";"   16267";"   27501";"       0"
"1379";"A043591";"1999MM08";"    1572";"    1207";"     601";"     606";"   25783";"   13342";"   12441";"   25782";"       0"
"1380";"A043591";"1999MM09";"    1875";"    1333";"     664";"     669";"   31621";"   14981";"   16640";"   31621";"       0"
"1381";"A043591";"1999KW03";"    5242";"    3831";"    1911";"    1920";"   85700";"   40352";"   45348";"   84904";"       0"
"1382";"A043591";"1999MM10";"    1751";"    1275";"     630";"     645";"   27241";"   13043";"   14198";"   27077";"       0"
"1383";"A043591";"1999MM11";"    1787";"    1351";"     676";"     675";"   24221";"   11755";"   12466";"   24221";"       0"
"1384";"A043591";"1999MM12";"    1419";"    1076";"     536";"     540";"   18276";"    9041";"    9235";"   18276";"       0"
"1385";"A043591";"1999KW04";"    4957";"    3702";"    1842";"    1860";"   69738";"   33839";"   35899";"   69574";"       0"
"1386";"A043591";"1999JJ00";"   19833";"   14430";"    7185";"    7245";"  288294";"  135468";"  152826";"  287154";"       0"
"1387";"A043591";"2000MM01";"    1572";"    1237";"     619";"     618";"   18799";"    9012";"    9787";"   18799";"       0"
"1388";"A043591";"2000MM02";"    1739";"    1323";"     660";"     663";"   22568";"   10778";"   11790";"   22568";"       0"
"1389";"A043591";"2000MM03";"    1797";"    1395";"     697";"     698";"   24254";"   11826";"   12428";"   24254";"       0"
"1390";"A043591";"2000KW01";"    5108";"    3955";"    1976";"    1979";"   65621";"   31616";"   34005";"   65621";"       0"
"1391";"A043591";"2000MM04";"    1641";"    1298";"     650";"     648";"   22562";"   10454";"   12108";"   22562";"       0"
"1392";"A043591";"2000MM05";"    1994";"    1595";"     798";"     797";"   38513";"   17840";"   20673";"   38513";"       0"
"1393";"A043591";"2000MM06";"    1871";"    1454";"     728";"     726";"   35472";"   17122";"   18350";"   35472";"       0"
"1394";"A043591";"2000KW02";"    5506";"    4347";"    2176";"    2171";"   96547";"   45416";"   51131";"   96547";"       0"
"1395";"A043591";"2000MM07";"    1687";"    1388";"     696";"     692";"   30039";"   13620";"   16419";"   30039";"       0"
"1396";"A043591";"2000MM08";"    1836";"    1463";"     730";"     733";"   32147";"   16483";"   15664";"   32147";"       0"
"1397";"A043591";"2000MM09";"    1815";"    1441";"     722";"     719";"   40756";"   19346";"   21410";"   40756";"       0"
"1398";"A043591";"2000KW03";"    5338";"    4292";"    2148";"    2144";"  102942";"   49449";"   53493";"  102942";"       0"
"1399";"A043591";"2000MM10";"    1786";"    1440";"     721";"     719";"   35307";"   18146";"   17161";"   35307";"       0"
"1400";"A043591";"2000MM11";"    1551";"    1237";"     617";"     620";"   23489";"   11299";"   12190";"   23489";"       0"
"1401";"A043591";"2000MM12";"    1160";"     903";"     449";"     454";"   16700";"    7907";"    8793";"   16700";"       0"
"1402";"A043591";"2000KW04";"    4497";"    3580";"    1787";"    1793";"   75496";"   37352";"   38144";"   75496";"       0"
"1403";"A043591";"2000JJ00";"   20449";"   16174";"    8087";"    8087";"  340606";"  163833";"  176773";"  340606";"       0"
"1404";"A043591";"2001MM01";"    1518";"    1158";"     574";"     584";"   19659";"    9259";"   10400";"   19659";"       0"
"1405";"A043591";"2001MM02";"    1381";"    1077";"     533";"     544";"   20069";"    9427";"   10642";"   20069";"       0"
"1406";"A043591";"2001MM03";"    1558";"    1240";"     617";"     623";"   23388";"   11277";"   12111";"   23388";"       0"
"1407";"A043591";"2001KW01";"    4457";"    3475";"    1724";"    1751";"   63116";"   29963";"   33153";"   63116";"       0"
"1408";"A043591";"2001MM04";"    1086";"     798";"     398";"     400";"   19367";"    8771";"   10596";"   19367";"       0"
"1409";"A043591";"2001MM05";"    1305";"     901";"     450";"     451";"   32241";"   14929";"   17312";"   32241";"       0"
"1410";"A043591";"2001MM06";"    1248";"     917";"     456";"     461";"   27761";"   13647";"   14114";"   27761";"       0"
"1411";"A043591";"2001KW02";"    3639";"    2616";"    1304";"    1312";"   79369";"   37347";"   42022";"   79369";"       0"
"1412";"A043591";"2001MM07";"    1260";"     933";"     465";"     468";"   26983";"   12050";"   14933";"   26525";"     458"
"1413";"A043591";"2001MM08";"    1278";"     996";"     499";"     497";"   26097";"   13240";"   12857";"   26097";"       0"
"1414";"A043591";"2001MM09";"    1302";"     958";"     477";"     481";"   29447";"   13641";"   15806";"   29447";"       0"
"1415";"A043591";"2001KW03";"    3840";"    2887";"    1441";"    1446";"   82527";"   38931";"   43596";"   82069";"     458"
"1416";"A043591";"2001MM10";"    1365";"     993";"     496";"     497";"   25727";"   13174";"   12553";"   25727";"       0"
"1417";"A043591";"2001MM11";"    1148";"     803";"     398";"     405";"   16638";"    7840";"    8798";"   16638";"       0"
"1418";"A043591";"2001MM12";"     779";"     573";"     289";"     284";"   11140";"    5534";"    5606";"   11140";"       0"
"1419";"A043591";"2001KW04";"    3292";"    2369";"    1183";"    1186";"   53505";"   26548";"   26957";"   53505";"       0"
"1420";"A043591";"2001JJ00";"   15228";"   11347";"    5652";"    5695";"  278517";"  132789";"  145728";"  278059";"     458"
"1421";"A043591";"2002MM01";"    1059";"     834";"     416";"     418";"   14251";"    6800";"    7451";"   14251";"       0"
"1422";"A043591";"2002MM02";"    1085";"     776";"     388";"     388";"   16430";"    7797";"    8633";"   16430";"       0"
"1423";"A043591";"2002MM03";"    1189";"     837";"     418";"     419";"   19598";"    9270";"   10328";"   19598";"       0"
"1424";"A043591";"2002KW01";"    3333";"    2447";"    1222";"    1225";"   50279";"   23867";"   26412";"   50279";"       0"
"1425";"A043591";"2002MM04";"    1230";"     929";"     465";"     464";"   31620";"   14837";"   16783";"   31620";"       0"
"1426";"A043591";"2002MM05";"    1261";"     958";"     476";"     482";"   40153";"   19664";"   20489";"   40153";"       0"
"1427";"A043591";"2002MM06";"    1277";"     923";"     462";"     461";"   38311";"   19515";"   18796";"   38311";"       0"
"1428";"A043591";"2002KW02";"    3768";"    2810";"    1403";"    1407";"  110084";"   54016";"   56068";"  110084";"       0"
"1429";"A043591";"2002MM07";"    1220";"     957";"     477";"     480";"   36718";"   16847";"   19871";"   36718";"       0"
"1430";"A043591";"2002MM08";"    1171";"     947";"     474";"     473";"   33272";"   17087";"   16185";"   33272";"       0"
"1431";"A043591";"2002MM09";"    1339";"    1001";"     502";"     499";"   42045";"   20163";"   21882";"   42045";"       0"
"1432";"A043591";"2002KW03";"    3730";"    2905";"    1453";"    1452";"  112035";"   54097";"   57938";"  112035";"       0"
"1433";"A043591";"2002MM10";"    1274";"    1007";"     505";"     502";"   40475";"   20804";"   19671";"   40475";"       0"
"1434";"A043591";"2002MM11";"    1103";"     885";"     442";"     443";"   28344";"   13914";"   14430";"   28344";"       0"
"1435";"A043591";"2002MM12";"     906";"     704";"     350";"     354";"   22156";"   11137";"   11019";"   22156";"       0"
"1436";"A043591";"2002KW04";"    3283";"    2596";"    1297";"    1299";"   90975";"   45855";"   45120";"   90975";"       0"
"1437";"A043591";"2002JJ00";"   14114";"   10758";"    5375";"    5383";"  363373";"  177835";"  185538";"  363373";"       0"
"1438";"A043591";"2003MM01";"     985";"     785";"     392";"     393";"   21306";"   10118";"   11188";"   20973";"       0"
"1439";"A043591";"2003MM02";"     973";"     764";"     381";"     383";"   23310";"   11391";"   11919";"   23310";"       0"
"1440";"A043591";"2003MM03";"    1137";"     883";"     440";"     443";"   26841";"   13222";"   13619";"   26841";"       0"
"1441";"A043591";"2003KW01";"    3095";"    2432";"    1213";"    1219";"   71457";"   34731";"   36726";"   71124";"       0"
"1442";"A043591";"2003MM04";"    1111";"     861";"     430";"     431";"   30024";"   13751";"   16273";"   29802";"       0"
"1443";"A043591";"2003MM05";"    1149";"     852";"     425";"     427";"   42117";"   20700";"   21417";"   42117";"       0"
"1444";"A043591";"2003MM06";"    1152";"     852";"     428";"     424";"   40294";"   20433";"   19861";"   40294";"       0"
"1445";"A043591";"2003KW02";"    3412";"    2565";"    1283";"    1282";"  112435";"   54884";"   57551";"  112213";"       0"
"1446";"A043591";"2003MM07";"    1143";"     871";"     435";"     436";"   45038";"   20427";"   24611";"   44779";"     259"
"1447";"A043591";"2003MM08";"    1086";"     810";"     407";"     403";"   43115";"   23472";"   19643";"   43115";"       0"
"1448";"A043591";"2003MM09";"    1227";"     918";"     455";"     463";"   48495";"   23078";"   25417";"   48495";"       0"
"1449";"A043591";"2003KW03";"    3456";"    2599";"    1297";"    1302";"  136648";"   66977";"   69671";"  136389";"     259"
"1450";"A043591";"2003MM10";"    1177";"     891";"     451";"     440";"   47118";"   23949";"   23169";"   47118";"       0"
"1451";"A043591";"2003MM11";"    1007";"     757";"     379";"     378";"   33605";"   16967";"   16638";"   33605";"       0"
"1452";"A043591";"2003MM12";"     820";"     614";"     306";"     308";"   26433";"   12924";"   13509";"   26433";"       0"
"1453";"A043591";"2003KW04";"    3004";"    2262";"    1136";"    1126";"  107156";"   53840";"   53316";"  107156";"       0"
"1454";"A043591";"2003JJ00";"   12967";"    9858";"    4929";"    4929";"  427696";"  210432";"  217264";"  426882";"     259"
"1455";"A043591";"2004MM01";"     919";"     702";"     351";"     351";"   23069";"   11549";"   11520";"   22478";"       0"
"1456";"A043591";"2004MM02";"    1071";"     799";"     399";"     400";"   33510";"   16062";"   17448";"   33510";"       0"
"1457";"A043591";"2004MM03";"    1262";"     945";"     472";"     473";"   42316";"   20597";"   21719";"   42316";"       0"
"1458";"A043591";"2004KW01";"    3252";"    2446";"    1222";"    1224";"   98895";"   48208";"   50687";"   98304";"       0"
"1459";"A043591";"2004MM04";"    1217";"     922";"     458";"     464";"   55568";"   24646";"   30922";"   55568";"       0"
"1460";"A043591";"2004MM05";"    1313";"     989";"     494";"     495";"   75391";"   37759";"   37632";"   75391";"       0"
"1461";"A043591";"2004MM06";"    1212";"     925";"     463";"     462";"   58287";"   30087";"   28200";"   58287";"       0"
"1462";"A043591";"2004KW02";"    3742";"    2836";"    1415";"    1421";"  189246";"   92492";"   96754";"  189246";"       0"
"1463";"A043591";"2004MM07";"    1279";"     909";"     453";"     456";"   68197";"   30295";"   37902";"   68197";"       0"
"1464";"A043591";"2004MM08";"    1198";"     886";"     442";"     444";"   76327";"   40237";"   36090";"   76327";"       0"
"1465";"A043591";"2004MM09";"    1379";"    1055";"     528";"     527";"   73712";"   36954";"   36758";"   73712";"       0"
"1466";"A043591";"2004KW03";"    3856";"    2850";"    1423";"    1427";"  218236";"  107486";"  110750";"  218236";"       0"
"1467";"A043591";"2004MM10";"    1417";"    1097";"     549";"     548";"   90597";"   45962";"   44635";"   90597";"       0"
"1468";"A043591";"2004MM11";"    1233";"     946";"     472";"     474";"   62565";"   31748";"   30817";"   62565";"       0"
"1469";"A043591";"2004MM12";"    1026";"     758";"     379";"     379";"   46930";"   22289";"   24641";"   46807";"       0"
"1470";"A043591";"2004KW04";"    3676";"    2801";"    1400";"    1401";"  200092";"   99999";"  100093";"  199969";"       0"
"1471";"A043591";"2004JJ00";"   14526";"   10933";"    5460";"    5473";"  706469";"  348185";"  358284";"  705755";"       0"
"1472";"A043591";"2005MM01";"     827";"     605";"     302";"     303";"   42455";"   21365";"   21090";"   41744";"       0"
"1473";"A043591";"2005MM02";"     838";"     596";"     297";"     299";"   44363";"   21429";"   22934";"   44363";"       0"
"1474";"A043591";"2005MM03";"    1111";"     765";"     381";"     384";"   60974";"   29079";"   31895";"   60974";"       0"
"1475";"A043591";"2005KW01";"    2776";"    1966";"     980";"     986";"  147792";"   71873";"   75919";"  147081";"       0"
"1476";"A043591";"2005MM04";"    1181";"     863";"     427";"     436";"   75542";"   34965";"   40577";"   75542";"       0"
"1477";"A043591";"2005MM05";"    1337";"    1039";"     518";"     521";"  104897";"   51268";"   53629";"  104897";"       0"
"1478";"A043591";"2005MM06";"    1434";"    1103";"     554";"     549";"   97270";"   47544";"   49726";"   97270";"       0"
"1479";"A043591";"2005KW02";"    3952";"    3005";"    1499";"    1506";"  277709";"  133777";"  143932";"  277709";"       0"
"1480";"A043591";"2005MM07";"    1361";"    1006";"     503";"     503";"  105929";"   46317";"   59612";"  105929";"       0"
"1481";"A043591";"2005MM08";"    1343";"    1057";"     528";"     529";"  107710";"   57232";"   50478";"  107605";"       0"
"1482";"A043591";"2005MM09";"    1481";"    1127";"     564";"     563";"   98111";"   47477";"   50634";"   98111";"       0"
"1483";"A043591";"2005KW03";"    4185";"    3190";"    1595";"    1595";"  311750";"  151026";"  160724";"  311645";"       0"
"1484";"A043591";"2005MM10";"    1384";"    1060";"     535";"     525";"   99264";"   50825";"   48439";"   99264";"       0"
"1485";"A043591";"2005MM11";"    1189";"     909";"     453";"     456";"   72658";"   36565";"   36093";"   72658";"       0"
"1486";"A043591";"2005MM12";"    1049";"     766";"     381";"     385";"   63661";"   30800";"   32861";"   63661";"       0"
"1487";"A043591";"2005KW04";"    3622";"    2735";"    1369";"    1366";"  235583";"  118190";"  117393";"  235583";"       0"
"1488";"A043591";"2005JJ00";"   14535";"   10896";"    5443";"    5453";"  972834";"  474866";"  497968";"  972018";"       0"
"1489";"A043591";"2006MM01";"    1088";"     782";"     391";"     391";"   61431";"   31112";"   30319";"   60853";"       0"
"1490";"A043591";"2006MM02";"     994";"     710";"     355";"     355";"   57789";"   27641";"   30148";"   57693";"       0"
"1491";"A043591";"2006MM03";"    1182";"     839";"     417";"     422";"   70541";"   34565";"   35976";"   70541";"       0"
"1492";"A043591";"2006KW01";"    3264";"    2331";"    1163";"    1168";"  189761";"   93318";"   96443";"  189087";"       0"
"1493";"A043591";"2006MM04";"     903";"     710";"     352";"     358";"   69597";"   32864";"   36733";"   69597";"       0"
"1494";"A043591";"2006MM05";"    1539";"    1185";"     587";"     598";"  137011";"   67427";"   69584";"  136965";"       0"
"1495";"A043591";"2006MM06";"    1427";"    1048";"     506";"     542";"  109559";"   53962";"   55597";"  109559";"       0"
"1496";"A043591";"2006KW02";"    3869";"    2943";"    1445";"    1498";"  316167";"  154253";"  161914";"  316121";"       0"
"1497";"A043591";"2006MM07";"    1371";"    1014";"     485";"     529";"  122003";"   54514";"   67489";"  122003";"       0"
"1498";"A043591";"2006MM08";"    1355";"    1060";"     509";"     551";"  118632";"   62990";"   55642";"  118632";"       0"
"1499";"A043591";"2006MM09";"    1495";"    1078";"     515";"     563";"  116246";"   56124";"   60122";"  116150";"      96"
"1500";"A043591";"2006KW03";"    4221";"    3152";"    1509";"    1643";"  356881";"  173628";"  183253";"  356785";"      96"
"1501";"A043591";"2006MM10";"    1470";"    1072";"     522";"     550";"  116287";"   59296";"   56991";"  116287";"       0"
"1502";"A043591";"2006MM11";"    1381";"    1024";"     489";"     535";"   98664";"   50562";"   48102";"   98664";"       0"
"1503";"A043591";"2006MM12";"    1158";"     876";"     424";"     452";"   92761";"   44203";"   48558";"   92761";"       0"
"1504";"A043591";"2006KW04";"    4009";"    2972";"    1435";"    1537";"  307712";"  154061";"  153651";"  307712";"       0"
"1505";"A043591";"2006JJ00";"   15363";"   11398";"    5552";"    5846";" 1170521";"  575260";"  595261";" 1169705";"      96"
"1506";"A043591";"2007MM01";"    1228";"     919";"     441";"     478";"   88399";"   44875";"   43524";"   87736";"       0"
"1507";"A043591";"2007MM02";"    1217";"     861";"     409";"     452";"   86236";"   41241";"   44995";"   86236";"       0"
"1508";"A043591";"2007MM03";"    1580";"    1056";"     505";"     551";"  108487";"   52928";"   55559";"  108487";"       0"
"1509";"A043591";"2007KW01";"    4025";"    2836";"    1355";"    1481";"  283122";"  139044";"  144078";"  282459";"       0"
"1510";"A043591";"2007MM04";"    1470";"    1020";"     491";"     529";"  119980";"   56346";"   63634";"  119980";"       0"
"1511";"A043591";"2007MM05";"    1225";"     957";"     457";"     500";"  128921";"   63785";"   65136";"  128921";"       0"
"1512";"A043591";"2007MM06";"    1581";"    1245";"     602";"     643";"  147961";"   72893";"   75068";"  147961";"       0"
"1513";"A043591";"2007KW02";"    4276";"    3222";"    1550";"    1672";"  396862";"  193024";"  203838";"  396862";"       0"
"1514";"A043591";"2007MM07";"    1000";"     781";"     368";"     413";"  107850";"   50963";"   56887";"  107850";"       0"
"1515";"A043591";"2007MM08";"    1554";"    1200";"     578";"     622";"  160141";"   84818";"   75323";"  160141";"       0"
